# original principal waves of the Be dataset. Warning: period instead of frequency
8872.50	135.90	0.2026	0.0066	1.54	0.06	1
2185.80	37.00	0.0559	0.0095	4.15	0.26	0.943
972.53	7.07	0.0740	0.0088	3.42	0.22	1
349.91	1.77	0.0438	0.0091	1.49	0.50	0.866
230.23	0.55	0.0427	0.0074	0.61	0.39	0.934
207.16	0.29	0.0663	0.0109	4.66	0.22	1
87.43	0.09	0.0452	0.0087	1.65	0.47	0.85
86.10	0.06	0.0512	0.0081	2.41	0.31	0.987
