#here the periods (and the amplitudes and phases maybe)
#periods    amplitudes  phases 
70282	2.8504	6.238
30019	1.4261	5.182
16403	0.40941	4.272
9621.8	0.51394	1.032
6232.6	0.38732	3.392
5762.2	0.24814	3.426
4576.5	0.58261	5.808
3938	0.48339	2.678
3457.2	0.47002	5.964
2981.4	0.34158	2.392
2637	0.31443	4.424
2175.4	0.21581	4.936
1743	0.20266	4.816
1588.8	0.56916	6.051
1554.3	0.40378	2.074
1461.7	0.22627	1.758
1370.2	0.21429	2.91
1206.5	0.20253	3.178
1179.3	0.20289	5.044
995.67	0.1946	3.846
