1	-7.6138
2	-10.195
3	-8.026
4	-4.9104
5	1.0569
6	7.3139
7	9.6948
8	9.6176
9	7.175
10	2.7265
11	-5.0248
12	-8.0621
13	-9.9478
14	-8.3927
15	-4.8723
16	2.3706
17	6.6574
18	9.3393
19	9.7295
20	7.3042
21	1.8667
22	-5.1829
23	-8.1357
24	-9.9298
25	-8.6278
26	-4.6515
27	0.83049
28	6.7614
29	9.5365
30	9.5019
31	6.9945
32	0.25344
33	-4.5995
34	-8.9756
35	-10.001
36	-8.7585
37	-4.6209
38	1.8215
39	5.7645
40	10.119
41	9.5354
42	6.3603
43	1.9417
44	-3.4505
45	-8.8917
46	-9.9977
47	-8.3476
48	-4.4366
49	0.97257
50	6.0778
51	9.7823
52	9.7054
53	6.8526
54	0.53917
55	-4.8568
56	-8.4187
57	-10.076
58	-8.227
59	-4.3415
60	2.0457
61	6.1575
62	9.814
63	9.5969
64	6.8495
65	2.2312
66	-3.1324
67	-8.3445
68	-9.987
69	-7.9228
70	-3.7548
71	0.61902
72	7.0705
73	9.5201
74	9.5329
75	7.3713
76	1.0058
77	-4.773
78	-8.6986
79	-10.006
80	-8.3716
81	-3.8711
82	0.72573
83	6.3889
84	9.5605
85	9.9615
86	6.1646
87	1.9093
88	-3.5724
89	-8.588
90	-10.015
91	-7.8045
92	-3.3092
93	1.372
94	6.0826
95	9.3341
96	9.4063
97	6.6539
98	1.333
99	-5.2157
100	-8.5706
101	-10.091
102	-8.8507
103	-3.7445
104	1.3646
105	7.1729
106	9.5592
107	9.4798
108	6.7954
109	1.8297
110	-3.6228
111	-8.4884
112	-9.931
113	-8.2042
114	-5.1731
115	2.3416
116	6.1488
117	9.5539
118	10.168
119	5.7698
120	1.2808
121	-4.9468
122	-7.9443
123	-10.224
124	-8.7685
125	-4.7273
126	0.41722
127	7.4598
128	9.622
129	9.5157
130	7.1145
131	1.2661
132	-3.2743
133	-8.9458
134	-9.9467
135	-7.912
136	-3.5305
137	0.66812
138	6.3913
139	9.5725
140	9.4465
141	7.119
142	1.731
143	-4.4782
144	-8.4014
145	-9.9898
146	-7.8787
147	-3.5899
148	2.2929
149	7.0539
150	9.7707
151	9.5137
152	5.86
153	2.131
154	-3.1149
155	-8.4309
156	-9.9978
157	-8.26
158	-5.0178
159	1.799
160	7.1663
161	9.4678
162	9.5169
163	6.112
