10	-34.3820938288362
20	-36.2009514171921
30	-36.2558702958472
40	-35.1038184319674
50	-36.1065113308048
60	-33.9713452585521
70	-33.7849007103681
80	-36.3851148426855
90	-35.3934502433571
100	-34.6956294830228
110	-34.8348004862683
120	-36.0614686058563
130	-35.1404960188546
140	-35.3949528662586
150	-34.1748742067911
160	-34.3415415194465
170	-35.4852855451487
180	-34.6229321455414
190	-35.702029019134
200	-33.8568776656619
210	-35.9354272184794
220	-35.3771814142728
230	-35.1545263890789
240	-35.5831900545755
250	-35.3787068649232
260	-34.1342829910372
270	-35.0095504297412
280	-35.2160989852541
290	-36.492808416969
300	-36.2082642451274
310	-35.5575950391797
320	-35.1203117024316
330	-35.8767458508044
340	-34.9825817651314
350	-36.046597081487
360	-34.5674855818714
370	-35.8723552362687
380	-35.1909103795392
390	-35.107304009821
400	-34.7587447695316
410	-34.9023083162288
420	-36.1071540437948
430	-34.4842867571515
440	-35.7238906501454
450	-34.6602667029313
460	-34.9696118301031
470	-36.7253849271464
480	-34.7453218093587
490	-34.7629478389647
500	-35.0605157274803
510	-34.873757190856
520	-34.6778072580796
530	-34.5764105570888
540	-34.8239703950014
550	-35.4614429445715
560	-35.0342217561835
570	-34.8558725266827
580	-33.9498160232018
590	-35.4145957522748
600	-35.7584807399385
610	-36.7005212768025
620	-34.2348160816642
630	-36.0107544522444
640	-36.1188241779698
650	-34.5828056064936
660	-34.7985689235615
670	-35.8238683188566
680	-35.4713296634048
690	-34.885964100249
700	-35.0286345622177
710	-34.3425255804721
720	-35.2628132157804
730	-36.3433312710188
740	-34.5206861783018
750	-35.7136212925259
760	-35.9095448005076
770	-33.7170639944387
780	-35.7968289000544
790	-35.181386268648
800	-35.6701299617375
810	-35.1989590959198
820	-35.9604763791157
830	-35.8294321462123
840	-36.3895437323684
850	-34.8812276951528
860	-35.207280581375
870	-34.9950643999955
880	-36.5481303004976
890	-35.8501137339677
900	-34.9028369710369
910	-35.4599850711649
920	-35.4126918152052
930	-35.3509870822364
940	-36.1375563426375
950	-35.9551110041233
960	-34.8135332333005
970	-35.3626759319395
980	-35.8039897470592
990	-33.9851709883181
1000	-36.0693698972372
1010	-35.18
1020	-34.2131794357576
1030	-35.4537169081777
1040	-33.1407856140472
1050	-35.1857425638133
1060	-35.3800707111475
1070	-34.521233850314
1080	-35.666367517453
1090	-33.771943760177
1100	-35.3527644671868
1110	-35.6190516467207
1120	-35.2086192325774
1130	-35.2930437333535
1140	-36.4014247201747
1150	-35.2891532460959
1160	-33.563262550503
1170	-35.352322929841
1180	-34.6120499706471
1190	-35.7924192614803
1200	-34.7677038759884
1210	-34.6076149769049
1220	-36.4630565712154
1230	-35.0619060832763
1240	-33.3466242253247
1250	-34.4477323836168
1260	-35.4513821451064
1270	-34.6810506171038
1280	-34.5411662836601
1290	-34.978935679909
1300	-35.9942652828498
1310	-34.7427417176828
1320	-36.1902029015659
1330	-34.1758407098415
1340	-33.8222232184122
1350	-35.374283415755
1360	-34.2321121288659
1370	-36.3538376116238
1380	-35.3563598018345
1390	-34.0508292214909
1400	-35.5386559285911
1410	-35.1227676154556
1420	-34.1499606203052
1430	-35.6867763799296
1440	-34.0565255282502
1450	-34.9465127069375
1460	-35.9474882700232
1470	-35.8425338007172
1480	-36.1295165431113
1490	-35.8545768222484
1500	-35.2927970455098
1510	-34.9981899377772
1520	-36.0681470194791
1530	-35.2495182545573
1540	-34.4733265676149
1550	-36.9186940466524
1560	-34.687014086968
1570	-34.9005093155704
1580	-34.7016727449782
1590	-34.6400732983946
1600	-34.5030161659927
1610	-35.2532833825106
1620	-34.2741131006725
1630	-34.4046872526195
1640	-34.9112181942539
1650	-35.1904995947219
1660	-35.2160739964043
1670	-34.8458549963888
1680	-34.8703745267992
1690	-36.6962677979014
1700	-34.9579786318312
1710	-34.2897265712955
1720	-35.7184884044095
1730	-34.4102829590775
1740	-34.9532785087536
1750	-33.860005856792
1760	-35.0235235009536
